gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
PARP14	-0.776667793	0.021191451	-13.62784439	1.16E-37	9.68E-37	74.64790787
ACO1	-0.71853891	-0.089454956	-13.62731202	1.16E-37	9.73E-37	74.64219122
MRGPRF	-2.362875737	0.107343574	-13.62401375	1.21E-37	1.01E-36	74.60677709
UQCC	0.466576389	-0.234684397	13.62047005	1.25E-37	1.05E-36	74.56873309
PROS1	-1.366403361	-0.201369579	-13.61931735	1.27E-37	1.06E-36	74.55635931
DRD1	1.00170423	-0.871685321	13.61742793	1.30E-37	1.08E-36	74.5360785
ZADH2	0.421431893	-0.082270997	13.61599456	1.32E-37	1.10E-36	74.52069402
B3GNT1	1.179953375	-0.381355473	13.61247962	1.37E-37	1.14E-36	74.48297169
ENOSF1	0.952581577	-0.64655056	13.61129354	1.38E-37	1.15E-36	74.47024387
SAMD5	0.675804031	-0.371573961	13.61036357	1.40E-37	1.17E-36	74.46026488
SYT16	1.038392275	-0.636554506	13.60883247	1.42E-37	1.18E-36	74.44383639
PTGER3	0.508547721	-0.097367052	13.60842603	1.43E-37	1.19E-36	74.43947553
SLC25A16	0.735396618	-0.221153096	13.60551417	1.47E-37	1.23E-36	74.40823505
PCDH10	1.15719937	-0.842213852	13.60482974	1.48E-37	1.23E-36	74.40089259
SCRN1	0.96948268	-0.640024638	13.60473577	1.49E-37	1.24E-36	74.39988458
MFRP	-0.504682283	0.46119706	-13.60274084	1.52E-37	1.26E-36	74.37848451
CARHSP1	-0.589336405	0.153364118	-13.60252915	1.52E-37	1.26E-36	74.37621381
CDK5RAP1	0.799639829	-0.743947389	13.6007236	1.55E-37	1.29E-36	74.35684701
LOC728666	0.562985214	-0.32233482	13.60047288	1.56E-37	1.29E-36	74.35415785
ANGPT2	-0.899510639	-0.325763633	-13.60043474	1.56E-37	1.29E-36	74.35374878
DSTN	1.309346642	-0.811428529	13.59734519	1.61E-37	1.34E-36	74.32061332
TM2D2	0.861111908	-0.591826175	13.59525064	1.65E-37	1.37E-36	74.29815176
DUOX2	0.432652432	-0.084277444	13.59200606	1.70E-37	1.41E-36	74.26336144
FHOD3	0.931177119	-0.458082223	13.59193271	1.71E-37	1.41E-36	74.26257497
ARHGEF10L	-0.717528434	0.18950589	-13.5917691	1.71E-37	1.42E-36	74.26082083
FXYD7	0.602174256	0.463458263	13.58963072	1.75E-37	1.45E-36	74.23789473
TNRC8	0.458063606	0.034783679	13.58599072	1.82E-37	1.51E-36	74.1988741
PAAF1	0.617751024	-0.206436072	13.5824793	1.89E-37	1.56E-36	74.16123769
RGS7BP	1.918210447	-1.495304772	13.58114691	1.92E-37	1.58E-36	74.14695819
FLJ13305	0.575618566	-0.187392322	13.58010403	1.94E-37	1.60E-36	74.13578204
RPAP2	0.554367901	-0.550249514	13.57795829	1.98E-37	1.64E-36	74.11278851
CCR1	-1.965976795	-0.628577307	-13.57680132	2.01E-37	1.66E-36	74.10039133
FAM105B	-0.740502782	-0.124055566	-13.57663133	2.01E-37	1.66E-36	74.09856997
UQCRC1	0.999316464	-0.853821294	13.57396933	2.07E-37	1.71E-36	74.07004869
DLX2	1.6880807	0.198365431	13.57383194	2.07E-37	1.71E-36	74.06857675
ZNF707	0.553443745	-0.152265056	13.57332322	2.09E-37	1.72E-36	74.0631266
MGC14327	0.681364576	-0.679576826	13.57277385	2.10E-37	1.73E-36	74.05724114
GPT2	-1.29092485	0.372110972	-13.57218229	2.11E-37	1.74E-36	74.05090379
GPI	1.142604859	-0.868080188	13.56885228	2.19E-37	1.80E-36	74.01523275
EPS8L2	-0.834476383	0.147011257	-13.56832588	2.20E-37	1.81E-36	74.0095944
MRPS21	0.488073537	-0.030479212	13.56745752	2.22E-37	1.83E-36	74.00029347
GOT2	0.843303059	-0.515983051	13.5665263	2.24E-37	1.85E-36	73.99031983
RHEB	0.369311776	0.096077649	13.56326463	2.32E-37	1.91E-36	73.95538913
LOC389895	0.538261631	-0.118352475	13.56323288	2.33E-37	1.91E-36	73.95504917
HIST1H2AC	-0.775861819	-0.213134513	-13.56274295	2.34E-37	1.92E-36	73.94980269
HSD3B7	-0.780534215	0.387162924	-13.56099233	2.38E-37	1.96E-36	73.93105699
TMEM164	0.726995472	0.010351725	13.56074184	2.39E-37	1.96E-36	73.92837476
ANKRD57	-1.002821765	-0.08535303	-13.56053599	2.39E-37	1.96E-36	73.92617069
SERINC3	1.188894021	-0.856657638	13.55745895	2.48E-37	2.03E-36	73.89322565
PPP1R2P1	0.998156482	-0.526230356	13.55595575	2.52E-37	2.06E-36	73.87713288
RWDD2B	0.911783378	-0.119201258	13.55523895	2.54E-37	2.08E-36	73.86945941
KIAA1409	1.02942201	-0.463821194	13.55219185	2.62E-37	2.15E-36	73.8368423
CACHD1	-1.192442988	0.1344973	-13.55006601	2.68E-37	2.19E-36	73.81408915
PELI1	-0.835092674	-0.031322226	-13.54785045	2.75E-37	2.25E-36	73.79037796
IMMP1L	0.459661645	-0.304913291	13.5440229	2.86E-37	2.34E-36	73.74942031
PPARA	-0.539178427	0.088164991	-13.54377367	2.87E-37	2.35E-36	73.74675362
YEATS4	1.25674025	-0.935487573	13.54214035	2.92E-37	2.39E-36	73.72927812
PPFIA2	1.067959816	-0.946461334	13.53955181	3.00E-37	2.45E-36	73.7015849
FLJ20021	0.800092848	-0.182715264	13.53921172	3.01E-37	2.46E-36	73.69794678
RAB32	-0.723829031	-0.091788891	-13.53835369	3.04E-37	2.48E-36	73.688768
NHLRC1	1.327093351	-1.014278132	13.53648215	3.10E-37	2.53E-36	73.66874847
EPB41L3	0.501883524	-0.362905496	13.53572529	3.13E-37	2.55E-36	73.66065297
ITGA7	-0.904479412	0.420416147	-13.5351706	3.15E-37	2.57E-36	73.65472008
ITGAM	-1.398575165	-0.298971491	-13.53374113	3.20E-37	2.60E-36	73.63943125
U2AF2	-0.758267613	0.197832671	-13.53276734	3.23E-37	2.63E-36	73.62901664
HTATIP	0.49235534	-0.109716986	13.53006642	3.33E-37	2.71E-36	73.60013285
TEAD1	-0.554049156	0.324402488	-13.52918679	3.36E-37	2.73E-36	73.59072673
TRAF7	-0.864590307	0.165462218	-13.52767192	3.41E-37	2.78E-36	73.57452869
FLJ30375	-0.828184639	1.117784456	-13.52647471	3.46E-37	2.81E-36	73.56172809
AKAP11	1.385577059	-1.205428204	13.5262236	3.47E-37	2.82E-36	73.55904324
MAOA	-1.160607201	0.066260844	-13.52587331	3.48E-37	2.83E-36	73.55529812
NDRG1	-1.620975127	0.320635843	-13.52537662	3.50E-37	2.84E-36	73.54998784
MORC2	-0.891491499	0.249253427	-13.52510046	3.51E-37	2.85E-36	73.54703537
WDR76	-0.501362102	0.289975691	-13.52449938	3.53E-37	2.86E-36	73.5406092
DKFZP564J0863	-0.716748069	0.118678555	-13.52055246	3.68E-37	2.99E-36	73.49841673
C21orf63	-0.894766512	0.11477691	-13.51699731	3.83E-37	3.10E-36	73.46041849
hCG_20426	-0.7386001	0.181264562	-13.50817163	4.21E-37	3.41E-36	73.36611278
C14orf169	0.636466855	0.130132533	13.503108	4.45E-37	3.60E-36	73.3120222
SYNGR3	1.441162989	-0.28932281	13.50280623	4.46E-37	3.61E-36	73.308799
MID1IP1	-2.404204559	0.767455588	-13.50179478	4.51E-37	3.65E-36	73.29799614
MYST3	-0.806770522	-0.280582565	-13.50099491	4.55E-37	3.68E-36	73.28945336
DYNLT3	1.349188872	-1.070669631	13.49732857	4.73E-37	3.83E-36	73.25029979
ZNF498	0.547119222	-0.178319188	13.49495677	4.85E-37	3.92E-36	73.22497424
PRR14	-0.760570989	0.466814695	-13.49317384	4.95E-37	4.00E-36	73.20593824
ATP5F1	1.250510095	-1.0706568	13.49022196	5.11E-37	4.12E-36	73.17442469
IFRD2	-0.645279409	-0.047418523	-13.48961429	5.14E-37	4.15E-36	73.16793787
SCLT1	0.894270793	-0.54806405	13.48627243	5.33E-37	4.30E-36	73.13226696
TNKS	0.375003967	-0.266163932	13.48377797	5.47E-37	4.41E-36	73.10564448
AGBL5	-0.782799913	0.105515097	-13.47805823	5.82E-37	4.69E-36	73.04461057
PDS5A	-0.694137271	0.139609094	-13.47656471	5.91E-37	4.77E-36	73.02867611
ZNF280C	0.468180306	-0.015655231	13.47642731	5.92E-37	4.77E-36	73.02721021
CDS1	1.32827698	-0.608354983	13.47285151	6.16E-37	4.96E-36	72.9890642
SRP19	0.705586122	-0.340523778	13.47120127	6.27E-37	5.04E-36	72.97146169
LRP11	0.787886727	-0.430279092	13.4694007	6.39E-37	5.14E-36	72.9522571
MSL3L1	0.547587005	-0.371254145	13.46886572	6.42E-37	5.17E-36	72.94655143
FXYD6	1.418676507	0.531500526	13.46833096	6.46E-37	5.19E-36	72.94084818
LOC130576	1.30651032	-0.31467087	13.46774769	6.50E-37	5.23E-36	72.93462778
HNT	0.894405127	-0.460724691	13.46533394	6.67E-37	5.36E-36	72.90888733
BRWD3	-0.442097674	0.212474732	-13.46465522	6.72E-37	5.40E-36	72.90164986
DCTN2	0.471705318	-0.336920067	13.46138848	6.96E-37	5.59E-36	72.86681844
ANKRD46	1.142776868	-0.427971233	13.4612575	6.97E-37	5.59E-36	72.86542198
C9orf32	0.425083437	-0.101559992	13.46082186	7.00E-37	5.62E-36	72.86077742
LYZ	-2.520941192	-0.073254836	-13.45766999	7.25E-37	5.81E-36	72.82717631
DKFZp547J222	-0.757718754	0.543562399	-13.45678204	7.32E-37	5.86E-36	72.81771098
SLC2A5	-0.858166312	-0.254956084	-13.45570895	7.40E-37	5.93E-36	72.80627257
AP3B2	1.383120525	-0.739193597	13.45538709	7.43E-37	5.95E-36	72.80284185
ZNF544	0.720602643	-0.332821698	13.4543024	7.51E-37	6.01E-36	72.79128055
RAMP3	-1.001006887	-0.129203608	-13.45364401	7.57E-37	6.05E-36	72.78426324
PPIL5	-0.581685085	-0.090115668	-13.45075005	7.80E-37	6.24E-36	72.75342107
PDE6H	0.746055712	-0.077779884	13.45021146	7.85E-37	6.27E-36	72.74768155
CCDC104	0.909396303	-0.796193096	13.45019546	7.85E-37	6.27E-36	72.74751104
SLC25A6	0.723089171	0.263865404	13.44960896	7.90E-37	6.31E-36	72.74126104
GALNTL2	-2.050639045	-0.971642912	-13.44957802	7.90E-37	6.31E-36	72.74093139
TMEM66	1.385903659	-0.995885062	13.4493177	7.93E-37	6.32E-36	72.7381574
ABBA.1	-1.192566594	0.752702302	-13.44903176	7.95E-37	6.34E-36	72.73511038
HELLS	0.97461694	-0.638000416	13.44726118	8.10E-37	6.46E-36	72.71624389
PPM1E	2.00159502	-1.763020309	13.44235313	8.54E-37	6.81E-36	72.66395363
PCDHA1	0.90297285	-0.273873836	13.441131	8.65E-37	6.89E-36	72.65093476
LRRTM3	0.982264407	-0.606670675	13.43956902	8.80E-37	7.01E-36	72.63429668
ELL	-0.767672018	0.528135074	-13.43803009	8.95E-37	7.12E-36	72.61790522
ELTD1	-0.576717636	0.055923568	-13.43691767	9.05E-37	7.20E-36	72.60605735
PSCD2	0.493702754	0.051416204	13.43314123	9.43E-37	7.50E-36	72.56584036
LOC645158	1.030391969	-0.192225469	13.43220769	9.52E-37	7.57E-36	72.55589977
FPR1	-1.338173757	-0.536777702	-13.43157792	9.59E-37	7.62E-36	72.54919393
COL18A1	-1.560844569	0.314759066	-13.42383165	1.04E-36	8.28E-36	72.4667269
SNRPD3	0.392340412	0.130624293	13.42380446	1.04E-36	8.28E-36	72.4664375
LDHD	-0.496122931	0.071760544	-13.42010565	1.08E-36	8.61E-36	72.42706981
NUDT18	1.298235153	-0.704564856	13.41931787	1.09E-36	8.68E-36	72.41868604
DLGAP1	0.839640974	-0.280763858	13.41834677	1.10E-36	8.76E-36	72.40835171
CCNC	0.913647831	-0.417768809	13.415685	1.14E-36	9.01E-36	72.38002762
SLC25A18	-1.40292724	0.646410583	-13.41454065	1.15E-36	9.12E-36	72.36785155
ING1	-0.513200885	-0.080418952	-13.41429051	1.15E-36	9.14E-36	72.3651901
LARP5	0.67431382	-0.453995792	13.41217901	1.18E-36	9.35E-36	72.34272526
VNN1	-1.83389694	0.086939158	-13.40830995	1.23E-36	9.74E-36	72.30156666
ATP1A3	1.19390789	-0.129996049	13.40552854	1.27E-36	1.00E-35	72.27198262
SYT12	0.969101465	0.029852216	13.40501274	1.27E-36	1.01E-35	72.2664969
GLRB	0.785891806	-0.37295582	13.40415119	1.29E-36	1.02E-35	72.25733405
RAB2A	1.388396871	-1.035047183	13.40337209	1.30E-36	1.03E-35	72.24904849
LOC145853	0.771732262	-0.167771868	13.39923664	1.36E-36	1.07E-35	72.20507323
MRPS10	0.640872088	-0.549570906	13.39796506	1.37E-36	1.09E-35	72.19155328
HMGB1	0.321094407	0.094711492	13.39635817	1.40E-36	1.10E-35	72.17446911
PPAPDC1B	-0.881875529	-0.031644493	-13.39623748	1.40E-36	1.10E-35	72.17318602
HIST1H2BJ	-0.619718356	0.369196531	-13.39138924	1.48E-36	1.16E-35	72.1216483
PF4	-2.84117874	-1.069853189	-13.39099093	1.48E-36	1.17E-35	72.11741466
MRPS9	0.501640645	-0.580858082	13.3909139	1.48E-36	1.17E-35	72.11659585
POLR3K	0.540535578	-0.619544596	13.38126807	1.64E-36	1.29E-35	72.01409354
MED12L	0.614620282	-0.453472008	13.3798974	1.67E-36	1.31E-35	71.99953148
SLC35F2	-0.740197434	0.028400605	-13.37833917	1.70E-36	1.34E-35	71.98297797
RNF41	0.947989944	-0.551997206	13.37825728	1.70E-36	1.34E-35	71.98210803
CBS	-0.630713776	0.444784994	-13.37446517	1.77E-36	1.39E-35	71.94182805
DPY19L4	-0.830192904	0.044586866	-13.3742372	1.77E-36	1.39E-35	71.9394068
PC	-0.440786437	0.234928754	-13.37409257	1.78E-36	1.39E-35	71.9378707
DUSP18	-0.704071993	0.07564906	-13.37390041	1.78E-36	1.40E-35	71.93582968
HMGCLL1	1.521984541	-0.735773567	13.37113204	1.83E-36	1.44E-35	71.90642898
PON2	-0.694656492	0.129613971	-13.36935252	1.87E-36	1.47E-35	71.88753198
MED26	-0.572592816	-0.259011242	-13.36920104	1.87E-36	1.47E-35	71.88592347
TCEAL2	0.489359425	-0.063124652	13.36794345	1.90E-36	1.49E-35	71.8725699
S100A12	-2.001100635	-0.925344369	-13.36328107	1.99E-36	1.56E-35	71.82306937
CENPH	0.776823634	-0.217594197	13.36150275	2.03E-36	1.59E-35	71.80419164
MED19	0.444581733	-0.053249014	13.36110889	2.04E-36	1.60E-35	71.80001081
HBE1	0.744902363	-0.412058639	13.35677952	2.14E-36	1.67E-35	71.75405939
DPY19L2	1.402217968	-0.745207086	13.35471932	2.18E-36	1.71E-35	71.73219583
FAM13C1	1.165812899	-1.037946124	13.35418699	2.20E-36	1.72E-35	71.7265469
LOC402573	-2.07755008	-0.321854111	-13.35361828	2.21E-36	1.73E-35	71.72051205
FCGR3A	-1.530228284	-0.66587582	-13.35328533	2.22E-36	1.73E-35	71.71697893
LST1	-1.512106634	-0.222686763	-13.3511638	2.27E-36	1.77E-35	71.69446805
GPR177	-0.750614786	0.111351068	-13.34852459	2.33E-36	1.82E-35	71.6664671
THSD4	-0.655614704	0.035528091	-13.34672882	2.38E-36	1.86E-35	71.64741658
TIMP3	-0.802477556	0.325672186	-13.3464965	2.38E-36	1.86E-35	71.64495213
RABGGTB	0.788255134	-0.628223273	13.34630461	2.39E-36	1.86E-35	71.64291654
C9orf7	-0.648722229	0.173952212	-13.34620294	2.39E-36	1.87E-35	71.64183799
RBM38	-0.860897617	1.05508793	-13.34412693	2.45E-36	1.91E-35	71.61981698
LOC440737	0.366687752	-0.218419717	13.3432907	2.47E-36	1.92E-35	71.61094732
GAGE2	-1.034345523	0.152443209	-13.34281905	2.48E-36	1.93E-35	71.60594475
PCDHA6	0.70638364	-0.483561497	13.33901074	2.58E-36	2.01E-35	71.56555611
RAPGEF3	-1.292430235	0.55704306	-13.33833826	2.60E-36	2.02E-35	71.55842496
CLIP2	-1.102482782	0.600554534	-13.33035749	2.83E-36	2.20E-35	71.47381034
NEK3	0.609137521	-0.352217803	13.32913401	2.87E-36	2.23E-35	71.46084131
ZNF329	0.862247826	-0.436444244	13.32574679	2.98E-36	2.31E-35	71.42494
C9orf24	0.9620739	-0.136333146	13.32432413	3.02E-36	2.35E-35	71.4098627
KLK5	1.962408946	-1.164936619	13.32367808	3.04E-36	2.36E-35	71.40301629
NEK4	-0.557257201	0.035708821	-13.32311591	3.06E-36	2.38E-35	71.39705885
LILRB2	-1.934667439	0.091270434	-13.32311485	3.06E-36	2.38E-35	71.39704759
COX10	0.979703957	-0.088278741	13.32134774	3.12E-36	2.42E-35	71.37832228
SNAPC2	-0.53660368	0.6367346	-13.32122678	3.12E-36	2.42E-35	71.37704057
RAG1AP1	-0.806422031	-0.128723062	-13.3182554	3.22E-36	2.50E-35	71.34555751
PAX6	-0.628912822	0.139241569	-13.31639587	3.29E-36	2.55E-35	71.32585719
MTMR9	0.755329015	-0.16091113	13.3155812	3.32E-36	2.57E-35	71.31722679
STUB1	0.910195431	-0.614783581	13.31517446	3.33E-36	2.58E-35	71.31291801
LOC120364	0.745767402	0.238821899	13.31474605	3.35E-36	2.59E-35	71.30837987
KCNN3	-1.64035746	-0.074009541	-13.31467921	3.35E-36	2.59E-35	71.30767181
F13A1	-1.756614484	-0.157568941	-13.31397069	3.38E-36	2.61E-35	71.30016652
COTL1	-0.58267584	0.296998766	-13.31251214	3.43E-36	2.65E-35	71.28471705
ZFP64	0.43247705	-0.067213436	13.31020548	3.51E-36	2.71E-35	71.26028614
DKC1	-0.534617965	0.272176957	-13.30924972	3.55E-36	2.74E-35	71.25016395
RP11.78J21.1	0.901943049	-0.207378961	13.30916242	3.55E-36	2.74E-35	71.24923938
FABP6	0.565537441	-0.046632398	13.30870137	3.57E-36	2.76E-35	71.24435678
CLEC1A	-1.170477726	0.57885273	-13.30825624	3.59E-36	2.77E-35	71.23964277
FLJ45910	-3.237314006	2.226989861	-13.30775598	3.61E-36	2.78E-35	71.23434505
LGR4	-1.188738773	-0.19430517	-13.30721197	3.63E-36	2.80E-35	71.22858418
TMEM177	0.733010113	-0.131768234	13.30718748	3.63E-36	2.80E-35	71.22832492
F8	0.921053314	-0.498318757	13.30689147	3.64E-36	2.80E-35	71.22519031
C4orf33	1.279115822	-1.066502568	13.30570732	3.69E-36	2.84E-35	71.21265122
ENTPD3	1.59061311	-1.022625899	13.30518098	3.71E-36	2.85E-35	71.20707797
CALM3	1.349293935	-0.367197319	13.30403471	3.75E-36	2.89E-35	71.19494092
EHBP1L1	-0.704345056	0.026437352	-13.30352214	3.77E-36	2.90E-35	71.18951396
RPS6KB1	-0.683258899	-0.010714647	-13.30351778	3.77E-36	2.90E-35	71.18946779
C1orf96	0.936893809	-0.745023687	13.30193425	3.84E-36	2.95E-35	71.17270235
ATOX1	0.318651956	0.055838405	13.3009409	3.88E-36	2.98E-35	71.16218591
SOX2	-1.530579789	0.059717801	-13.29821572	3.99E-36	3.07E-35	71.13333744
POLD1	0.733905365	-0.628850548	13.29654963	4.06E-36	3.12E-35	71.11570209
EBNA1BP2	0.544658928	-0.421786536	13.29621447	4.08E-36	3.13E-35	71.11215461
TPTE2	1.720528201	-1.108835303	13.29317926	4.21E-36	3.23E-35	71.08003114
RALY	0.469082751	0.1863424	13.29214652	4.26E-36	3.27E-35	71.06910209
PODN	-1.797513063	1.026463419	-13.28886674	4.41E-36	3.38E-35	71.03439666
HLA.DPA1	-2.403716417	-0.348436654	-13.28434095	4.63E-36	3.55E-35	70.98651493
SVIL	-1.602735274	0.22612861	-13.2830109	4.70E-36	3.60E-35	70.97244513
EGR4	1.986031773	-1.069756755	13.28281233	4.71E-36	3.60E-35	70.97034464
MSH2	0.568918026	-0.220506359	13.28022285	4.84E-36	3.70E-35	70.94295479
TBC1D14	-0.577894716	0.263327461	-13.27974035	4.86E-36	3.72E-35	70.93785158
DENND2D	-0.859767935	-0.135816743	-13.27881122	4.91E-36	3.75E-35	70.92802484
EPHA5	0.664683005	0.04708248	13.27721101	5.00E-36	3.82E-35	70.9111015
KIAA1604	-0.577046831	0.017674028	-13.27443995	5.14E-36	3.93E-35	70.88179842
LOC619208	0.71664746	-0.394812474	13.27083845	5.35E-36	4.08E-35	70.84371922
OR2D2	0.422805603	-0.032727027	13.27052159	5.36E-36	4.09E-35	70.84036931
ARHGAP17	-0.506553074	-0.020637547	-13.26869405	5.47E-36	4.17E-35	70.82104906
FTSJ3	-0.856788959	-0.068731219	-13.26845775	5.48E-36	4.18E-35	70.81855109
SNX4	0.803386626	-0.464396668	13.26699368	5.57E-36	4.25E-35	70.80307465
GNAT1	0.451183302	0.160783692	13.26675795	5.58E-36	4.26E-35	70.80058285
KLHDC9	0.529971137	-0.249463641	13.26657014	5.59E-36	4.26E-35	70.79859768
IL13RA1	-0.881532031	-0.232443953	-13.26542662	5.66E-36	4.31E-35	70.78651067
FAM120C	-0.375433623	0.195371627	-13.26480837	5.70E-36	4.34E-35	70.77997602
WBP5	-0.927064267	0.211133477	-13.26308339	5.81E-36	4.42E-35	70.76174463
UBE1DC1	0.853671505	-0.830728893	13.26087181	5.94E-36	4.52E-35	70.73837251
AGTRAP	-0.81269795	0.391313169	-13.26043728	5.97E-36	4.54E-35	70.73378059
SUPT4H1	0.453378595	-0.308682578	13.26013214	5.99E-36	4.55E-35	70.73055607
XRCC6	0.364738249	-0.147664956	13.25975588	6.02E-36	4.57E-35	70.72658008
RAP1GDS1	1.268936409	-1.133601019	13.25893316	6.07E-36	4.61E-35	70.71788649
RNASEN	0.643241652	-0.55803954	13.25807249	6.12E-36	4.65E-35	70.70879234
DLD	0.947880019	-0.45719622	13.25696805	6.20E-36	4.70E-35	70.69712279
RIN2	-0.797910859	0.112963049	-13.25451718	6.36E-36	4.82E-35	70.67122906
STAT4	0.768518226	-0.597908023	13.25450061	6.36E-36	4.82E-35	70.67105396
FLJ14803	-0.486775262	-0.014879167	-13.25434377	6.37E-36	4.83E-35	70.66939711
PARG	0.749013068	-0.529163587	13.25424427	6.38E-36	4.83E-35	70.66834593
PGRMC1	0.973202969	-0.392436366	13.25408506	6.39E-36	4.84E-35	70.66666391
PLEC1	-0.851156906	0.242597562	-13.25245567	6.50E-36	4.92E-35	70.64945114
MT1P2	-2.069091082	-0.179599931	-13.25068003	6.63E-36	5.01E-35	70.63069473
LOC390243	0.482127022	-0.125489054	13.24792617	6.82E-36	5.16E-35	70.60160831
ZFHX4	-0.43794047	-0.066252719	-13.24786212	6.83E-36	5.16E-35	70.60093179
SPAG16	0.322186285	0.074791465	13.24752641	6.85E-36	5.18E-35	70.59738633
LIN9	-0.642064798	0.209076837	-13.24714473	6.88E-36	5.20E-35	70.59335537
HSA251708	-0.740891362	0.630050542	-13.24712367	6.88E-36	5.20E-35	70.59313288
FBXO30	-1.280509012	-0.224716804	-13.24190721	7.27E-36	5.49E-35	70.53804815
DMRT3	0.922393526	-0.439535711	13.24158179	7.30E-36	5.51E-35	70.53461216
C1orf128	1.909137605	-1.795310919	13.24115339	7.33E-36	5.53E-35	70.53008907
ALPK1	-1.141701291	-0.204711763	-13.2401586	7.41E-36	5.59E-35	70.51958607
MMP2	-1.072628261	0.244452463	-13.2390077	7.50E-36	5.66E-35	70.50743552
FLJ46284	0.557992984	0.271884977	13.23519869	7.81E-36	5.89E-35	70.46722655
CITED1	1.406459376	-0.789502049	13.23334716	7.97E-36	6.00E-35	70.44768375
HS1BP3	-0.812912823	0.381791326	-13.23252475	8.04E-36	6.05E-35	70.43900382
PEX19	0.627083888	-0.548007022	13.23216712	8.07E-36	6.07E-35	70.43522945
PRDM12	1.217691562	-0.530972543	13.22826862	8.41E-36	6.33E-35	70.39408857
STARD3NL	0.643742798	-0.129433367	13.22788885	8.44E-36	6.35E-35	70.39008122
ADAMTS9	-3.284082254	-1.755320544	-13.22627606	8.59E-36	6.46E-35	70.37306392
CCDC81	-0.651818473	0.281011166	-13.22380289	8.82E-36	6.63E-35	70.34697066
PPP2R5C	0.351492777	0.002048776	13.22121119	9.07E-36	6.81E-35	70.31962995
LOC283403	-0.73073294	-0.403548135	-13.22106872	9.08E-36	6.82E-35	70.31812706
UNQ1887	0.628432533	-0.251640455	13.21781952	9.40E-36	7.06E-35	70.28385502
PYCR1	0.277906754	-0.030177323	13.21568932	9.61E-36	7.21E-35	70.26138866
LRRC7	1.240951171	-0.719573688	13.21511683	9.67E-36	7.26E-35	70.25535122
PPP1R1B	-0.858312371	0.712450676	-13.21267101	9.93E-36	7.44E-35	70.22955958
FLJ25076	0.784341587	-0.545144389	13.21235468	9.96E-36	7.47E-35	70.22622401
SEC61A1	-0.521777283	0.194139153	-13.21222333	9.97E-36	7.47E-35	70.22483902
DDX10	0.731021052	-0.768907861	13.21156146	1.00E-35	7.52E-35	70.21786008
STARD3	-0.707151582	0.299292055	-13.2047849	1.08E-35	8.08E-35	70.14641828
RELL2	0.700858359	-0.451794652	13.20466737	1.08E-35	8.09E-35	70.14517942
PARP9	-1.058373574	0.087584013	-13.20359496	1.09E-35	8.18E-35	70.13387562
AP1G2	-0.845559638	0.204247094	-13.19831177	1.16E-35	8.65E-35	70.07819597
SLC2A1	-0.735378845	0.327662832	-13.19495566	1.20E-35	8.96E-35	70.04283271
ID2B	0.913680345	-0.408606533	13.19330435	1.22E-35	9.11E-35	70.02543492
RIC3	0.693348033	-0.31395354	13.19307631	1.22E-35	9.13E-35	70.02303246
TTC19	0.624555162	0.107005853	13.19285394	1.23E-35	9.15E-35	70.02068974
LAMA5	-0.764355794	0.04103793	-13.19230781	1.23E-35	9.20E-35	70.01493621
DLG3	0.56198695	-0.107839322	13.18995301	1.26E-35	9.43E-35	69.99012995
C10orf140	0.844796679	-0.075902903	13.18914054	1.27E-35	9.51E-35	69.98157179
HYAL2	-0.696457119	0.175406534	-13.18865458	1.28E-35	9.55E-35	69.97645307
RBM9	0.618888169	0.112236774	13.18756191	1.30E-35	9.66E-35	69.96494404
TRPM7	-0.865503612	-0.069512158	-13.18739823	1.30E-35	9.67E-35	69.96322002
STRAP	0.56452527	-0.222514132	13.18459858	1.34E-35	9.96E-35	69.93373452
PORCN	0.608578962	0.375506352	13.18426862	1.34E-35	9.99E-35	69.93025968
TTC9C	0.446210472	-0.031419632	13.18385735	1.35E-35	1.00E-34	69.92592856
SHANK2	0.337782853	0.020151167	13.18298597	1.36E-35	1.01E-34	69.91675242
MRPL40	0.242543871	-0.044389527	13.18276897	1.36E-35	1.01E-34	69.91446734
B4GALT4	-0.967470605	0.554195802	-13.17934573	1.41E-35	1.05E-34	69.87842225
TCERG1L	1.153470758	-0.368112891	13.17669185	1.45E-35	1.08E-34	69.85048201
